date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:47	58833/58833	---M-Z	200	added ('OK')	text/html	etag:W/%227fce2b56de9a962c735b4747ab60f980%22	https://mentor-demo.squarespace.com/campaign-1-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/campaign-1-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:48	56992/56992	---M-Z	200	added ('OK')	text/html	etag:W/%22139fca284ab76eb14eb73b4d8fa439f8%22	https://mentor-demo.squarespace.com/campaign-2-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/campaign-2-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:49	58292/58292	---MCZ	200	added ('OK')	text/html	etag:W/%227db6710a0fc29a99695017b18ed285a7-gzip%22	https://mentor-demo.squarespace.com/campaign-3-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/campaign-3-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:50	57572/57572	---M-Z	200	added ('OK')	text/html	etag:W/%22b2b909cee8f632597a412fddd12a1efc%22	https://mentor-demo.squarespace.com/campaign-4-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/campaign-4-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:51	90287/90287	---M-Z	200	added ('OK')	text/html	etag:W/%2251e60542ac31d4daf7bb72262c65ee9e%22	https://mentor-demo.squarespace.com/annual-report-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/annual-report-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:52	64319/64319	---M-Z	200	added ('OK')	text/html	etag:W/%22f0969ebb555634528b92e40676d9248f%22	https://mentor-demo.squarespace.com/success-stories-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/success-stories-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:52	62693/62693	---M-Z	200	added ('OK')	text/html	etag:W/%224ffb075eb75551930204b815610096a3%22	https://mentor-demo.squarespace.com/become-a-sponsor-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/become-a-sponsor-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:53	0/0	---MC-	302	error ('Found')	text/html	etag:W/%228d8ad7b458e8718523d584f88fb2fc83%22	https://mentor-demo.squarespace.com/about-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/about-mentor.19.delayed	(from https://mentor-demo.squarespace.com/)
12:57:54	0/0	---MC-	302	error ('Found')	text/html	etag:W/%2251ec8ca43a00750a6d4e1434b73099e8%22	https://mentor-demo.squarespace.com/campaigns-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/campaigns-mentor.1a.delayed	(from https://mentor-demo.squarespace.com/)
12:57:54	0/0	---MC-	302	error ('Found')	text/html	etag:W/%22009914da6c3af8aad91e1d0345fa67ff%22	https://mentor-demo.squarespace.com/impact-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/impact-mentor.1b.delayed	(from https://mentor-demo.squarespace.com/)
12:57:55	0/0	---MC-	302	error ('Found')	text/html	etag:W/%2200e691f59726b4efa3ff40f1a79a457c%22	https://mentor-demo.squarespace.com/ways-to-help-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/ways-to-help-mentor.1c.delayed	(from https://mentor-demo.squarespace.com/)
12:57:56	55351/55351	---M-Z	200	added ('OK')	text/html	etag:W/%2251fb520ed5c22c1c93f7227878f7de5e-gzip%22	https://mentor-demo.squarespace.com/home-impact-mentor	C:/My%20Web%20Sites/SESH_crowdsourcing_template/mentor-demo.squarespace.com/home-impact-mentor.html	(from https://mentor-demo.squarespace.com/)
12:57:56	291478/291478	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jun%202019%2011:57:56%20GMT	https://static1.squarespace.com/static/5797de498419c2b3b97221ba/t/57d6bf331b631b0c62c682dd/1473691454440/home-p1423939271-6-2500x3333-tones-2.jpg	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/static/5797de498419c2b3b97221ba/t/57d6bf331b631b0c62c682dd/1473691454440/home-p1423939271-6-2500x3333-tones-2.jpg	(from https://mentor-demo.squarespace.com/)
12:57:57	134298/134298	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Jun%202019%2011:57:57%20GMT	https://static1.squarespace.com/static/ta/55f0a9b0e4b0f3eb70352f6d/326/scripts/site-bundle.js	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/static/ta/55f0a9b0e4b0f3eb70352f6d/326/scripts/site-bundle.js	(from https://mentor-demo.squarespace.com/)
12:57:58	176/176	---M--	200	added ('OK')	image/png	etag:%227093e20042c46724b9ef473968e2f438%22	http://static.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://static.squarespace.com/universal/styles-compressed/commerce-3cf2dee12bb4759d736dea53e6c346aa-min.css)
12:57:58	3010/3010	---M--	200	added ('OK')	image/png	etag:%22e5ef2736922d603a298e20d29ee84665%22	http://static.squarespace.com/universal/images-v6/damask/cart-16-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/cart-16-light.png	(from http://static.squarespace.com/universal/styles-compressed/commerce-3cf2dee12bb4759d736dea53e6c346aa-min.css)
12:57:59	3216/3216	---M--	200	added ('OK')	image/png	etag:%221d9876cb4f14812bfdb4c86d34d44b32%22	http://static.squarespace.com/universal/images-v6/damask/cart-32-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/cart-32-light.png	(from http://static.squarespace.com/universal/styles-compressed/commerce-3cf2dee12bb4759d736dea53e6c346aa-min.css)
12:57:59	479/479	---M--	200	added ('OK')	image/png	etag:%22c32b7431b8dcbf6e1ad98c068c036334%22	http://static.squarespace.com/universal/images-v6/icons/icon-cart-18-dark.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/icons/icon-cart-18-dark.png	(from http://static.squarespace.com/universal/styles-compressed/commerce-3cf2dee12bb4759d736dea53e6c346aa-min.css)
12:57:59	2860/2860	---M--	200	added ('OK')	image/png	etag:%22e07f7c9b0ee2c40ce52b3517f6349e17%22	http://static.squarespace.com/universal/images-v6/dialog/image-field-icon.png?2	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/dialog/image-field-iconc81e.png	(from http://static.squarespace.com/universal/styles-compressed/dialog-7d0827ef14cce0b773fcd1eee28fbdee-min.css)
12:58:00	2893/2893	---M--	200	added ('OK')	image/png	etag:%226fc4276488fae679451a1d60170fad48%22	http://static.squarespace.com/universal/images-v6/icons/icon-facebook-16-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/icons/icon-facebook-16-light.png	(from http://static.squarespace.com/universal/styles-compressed/dialog-7d0827ef14cce0b773fcd1eee28fbdee-min.css)
12:58:00	2889/2889	---M--	200	added ('OK')	image/png	etag:%22c3bb1cedd4887e912aee5cbedc364211%22	http://static.squarespace.com/universal/images-v6/icons/icon-close-8-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/icons/icon-close-8-light.png	(from http://static.squarespace.com/universal/styles-compressed/signup-731b2968dfec1d7441fe3bdef38b0c0b-min.css)
12:58:00	2862/2862	---M--	200	added ('OK')	image/png	etag:%220f385a82b2e71484c55cd41c450f8b98%22	http://static.squarespace.com/universal/images-v6/icons/icon-closethin-15-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/icons/icon-closethin-15-light.png	(from http://static.squarespace.com/universal/styles-compressed/signup-731b2968dfec1d7441fe3bdef38b0c0b-min.css)
12:58:00	1262/1262	---M--	200	added ('OK')	image/png	etag:%22ee40cef53e79da587338e84e2ed9f788%22	http://static.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/error-dark.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:01	1676/1676	---M--	200	added ('OK')	image/png	etag:%220508e4ed5b4d7303497a7ec5c2b76f26%22	http://static.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:01	1219/1219	---M--	200	added ('OK')	image/png	etag:%220bd1aca0c6aae1921f8b4569f87c4818%22	http://static.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/play-button.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:01	2909/2909	---M--	200	added ('OK')	image/png	etag:%2253356fe69002e815c5688a4c38aeaa7a%22	http://static.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:02	905292/905292	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202019%2011:58:02%20GMT	http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/gallery-play-big.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/gallery-play-big.css	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:03	905292/905292	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202019%2011:58:03%20GMT	http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/gallery-play-big@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/gallery-play-big@2x.css	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:05	2968/2968	---M--	200	added ('OK')	image/png	etag:%2284621335b229e68e8354c8d450af77c0%22	http://static.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:06	3097/3097	---M--	200	added ('OK')	image/png	etag:%22f03c1d2e11221165662d4f717ffc50d6%22	http://static.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:06	3051/3051	---M--	200	added ('OK')	image/png	etag:%220112e2768c02d91d48ffffa94c8afe8f%22	http://static.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:06	3420/3420	---M--	200	added ('OK')	image/png	etag:%221ecaaadf67abea51e2d8109323c738c4%22	http://static.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:06	1042/1042	---M--	200	added ('OK')	image/png	etag:%225f580eeba453030ef896bd89049aad50%22	http://static.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:06	990/990	---M--	200	added ('OK')	image/png	etag:%22f3d1142131f6dc3c92a9c08dace87599%22	http://static.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:07	1057/1057	---M--	200	added ('OK')	image/png	etag:%22ba27ca21f435b2218cf04c5eaa940dde%22	http://static.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:07	1048/1048	---M--	200	added ('OK')	image/png	etag:%229d99a7d6e82164a4119392b852c3c56d%22	http://static.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:07	3072/3072	---M--	200	added ('OK')	image/png	etag:%220cab40814d8a0a0181dde30e187fb590%22	http://static.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:07	3374/3374	---M--	200	added ('OK')	image/png	etag:%22ed60ed8803cb60f8c4322b04edec1975%22	http://static.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:08	3010/3010	---M--	200	added ('OK')	image/png	etag:%22e5ef2736922d603a298e20d29ee84665%22	http://static.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:08	3216/3216	---M--	200	added ('OK')	image/png	etag:%221d9876cb4f14812bfdb4c86d34d44b32%22	http://static.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:08	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:08	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	http://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:08	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	http://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
12:58:09	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/SESH_crowdsourcing_template/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from http://static1.squarespace.com/static/sitecss/5797de498419c2b3b97221ba/223/55f0aac0e4b0f0a5b7e0b22e/5797de498419c2b3b97221c1/326-05142015/1537828648323/site.css?&filterFeatures=false)
